tieu_de,gia,dia_chi,dien_tich_dat,phong_ngu,phong_tam,so_tang,phap_ly,ngay_dang
"Bán  Nhà riêng tạiXã Ngọc Hồi, Huyện Thanh Trì, Hà Nội",7 tỷ,"Xã Ngọc Hồi, Huyện Thanh Trì, Hà Nội",45 m²,4,,4,Sổ đỏ / Sổ hồng,17/03/202620:50
"Bán Nhà biệt thự, liền kề theo dự ánXuân Phương Garden tại Xuân Phương Garden, Trịnh Văn Bô, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",16 tỷ,"Xuân Phương Garden, Trịnh Văn Bô, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",60 m²,6,4,5,Sổ đỏ / Sổ hồng,17/03/202616:51
"Bán  Nhà riêng tạihào nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","10,80 tỷ","hào nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",40 m²,3,4,6,Sổ đỏ / Sổ hồng,17/03/202615:15
"Bán  Nhà riêng tạibùi xương trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","13,60 tỷ","bùi xương trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",50 m²,6,4,7,Sổ đỏ / Sổ hồng,18/03/202600:00
"Bán Nhà biệt thự, liền kề theo dự ánKhu đô thị Thanh Hà tại XA LA, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",15 tỷ,"XA LA, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",100 m²,6,4,7,Hợp đồng mua bán,18/03/202600:00
"Bán  Nhà riêng tạiNGUYỄN NGỌC NẠI, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","33,50 tỷ","NGUYỄN NGỌC NẠI, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",100 m²,3,4,3,Sổ đỏ / Sổ hồng,17/03/202617:00
"Bán  Nhà biệt thự, liền kề tạiTÂN MAI, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","17,80 tỷ","TÂN MAI, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",45 m²,5,5,8,Sổ đỏ / Sổ hồng,16/03/202617:26
"Bán  Nhà riêng tạiPháo Đài Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội","8,95 tỷ","Pháo Đài Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",31 m²,3,,5,Sổ đỏ / Sổ hồng,16/03/202610:57
"Bán  Nhà riêng tạivương thừa vũ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","13,60 tỷ","vương thừa vũ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",54 m²,6,5,7,Sổ đỏ / Sổ hồng,16/03/202615:31
"Bán  Nhà mặt phố tạixa la, Phường Phú La, Quận Hà Đông, Hà Nội",22 tỷ,"xa la, Phường Phú La, Quận Hà Đông, Hà Nội",70 m²,3,4,7,Sổ đỏ / Sổ hồng,16/03/202623:38
"Bán  Nhà riêng tạiCầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","23,70 tỷ","Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",78 m²,4,4,7,Sổ đỏ / Sổ hồng,16/03/202610:57
"Bán  Nhà mặt phố tạiPhố Ngô Xuân Quảng, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","17,50 tỷ","Phố Ngô Xuân Quảng, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",95 m²,1,1,,Sổ đỏ / Sổ hồng,17/03/202600:00
"Bán  Nhà riêng tạiTRIỀU KHÚC, Xã Tân Triều, Huyện Thanh Trì, Hà Nội","13,50 tỷ","TRIỀU KHÚC, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",50 m²,10,10,8,Sổ đỏ / Sổ hồng,16/03/202622:43
"Bán  Nhà riêng tạiNGỌC KHÁNH, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",85 tỷ,"NGỌC KHÁNH, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",115 m²,6,10,21,Sổ đỏ / Sổ hồng,16/03/202623:08
"Bán  Nhà riêng tạiHOÀNG CẦU, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","48,50 tỷ","HOÀNG CẦU, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",80 m²,8,6,6,Sổ đỏ / Sổ hồng,16/03/202622:14
"Bán  Nhà riêng tạiđường 800a, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội","18,80 tỷ","đường 800a, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",60 m²,6,5,5,Sổ đỏ / Sổ hồng,16/03/202623:54
"Bán  Nhà mặt phố tạiThái Thịnh, Phường Trung Liệt, Quận Đống Đa, Hà Nội","31,50 tỷ","Thái Thịnh, Phường Trung Liệt, Quận Đống Đa, Hà Nội",71 m²,4,4,5,Sổ đỏ / Sổ hồng,16/03/202610:57
"Bán  Nhà riêng tạitrường chinh, Phường Khương Thượng, Quận Đống Đa, Hà Nội","13,90 tỷ","trường chinh, Phường Khương Thượng, Quận Đống Đa, Hà Nội",53 m²,5,5,5,Sổ đỏ / Sổ hồng,16/03/202615:03
"Bán  Nhà riêng tạiĐường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội","6,10 tỷ","Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",15 m²,3,,5,Sổ đỏ / Sổ hồng,16/03/202610:57
"Bán  Nhà riêng tạiYên Lãng, Phường Trung Liệt, Quận Đống Đa, Hà Nội","7,50 tỷ","Yên Lãng, Phường Trung Liệt, Quận Đống Đa, Hà Nội",24 m²,3,,6,Sổ đỏ / Sổ hồng,16/03/202610:57
"Bán  Nhà riêng tạiKhâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội","8,15 tỷ","Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội","45,5 m²",,,6,Sổ đỏ / Sổ hồng,16/03/202610:57
"Bán  Nhà riêng tạiPháo Đài Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội","8,60 tỷ","Pháo Đài Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",31 m²,3,,5,Sổ đỏ / Sổ hồng,16/03/202610:56
"Bán  Nhà riêng tạiThái Thịnh, Phường Trung Liệt, Quận Đống Đa, Hà Nội","11,60 tỷ","Thái Thịnh, Phường Trung Liệt, Quận Đống Đa, Hà Nội",40 m²,4,,7,Sổ đỏ / Sổ hồng,16/03/202610:54
"Bán  Nhà riêng tạiQuan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội","17,50 tỷ","Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",39 m²,4,,4,Sổ đỏ / Sổ hồng,16/03/202610:54
"Bán  Nhà riêng tạiĐường Láng, Phường Trung Liệt, Quận Đống Đa, Hà Nội","8,50 tỷ","Đường Láng, Phường Trung Liệt, Quận Đống Đa, Hà Nội",29 m²,,,6,Sổ đỏ / Sổ hồng,16/03/202610:56
"Bán  Nhà riêng tạiĐặng Tiến Đông, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","25,50 tỷ","Đặng Tiến Đông, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",96 m²,,,3,Sổ đỏ / Sổ hồng,16/03/202610:54
"Bán  Nhà mặt phố tạiTôn Đức Thằng, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","6,45 tỷ","Tôn Đức Thằng, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",18 m²,,,5,Sổ đỏ / Sổ hồng,16/03/202610:57
"Bán  Nhà riêng tạiThịnh Liệt, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội","8,90 tỷ","Thịnh Liệt, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",33 m²,,,4,Sổ đỏ / Sổ hồng,16/03/202610:54
"Bán  Nhà riêng tạiKhâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội","7,20 tỷ","Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",26 m²,3,,6,Sổ đỏ / Sổ hồng,16/03/202610:56
"Bán  Nhà riêng tạiYên Lãng, Phường Trung Liệt, Quận Đống Đa, Hà Nội","19,40 tỷ","Yên Lãng, Phường Trung Liệt, Quận Đống Đa, Hà Nội",60 m²,,,4,Sổ đỏ / Sổ hồng,16/03/202610:56
"Bán  Nhà riêng tạiYên Hoà, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội","14,60 tỷ","Yên Hoà, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",48 m²,4,4,6,Sổ đỏ / Sổ hồng,16/03/202610:56
"Bán  Nhà riêng tạiTây Sơn, Phường Quang Trung, Quận Đống Đa, Hà Nội","16,90 tỷ","Tây Sơn, Phường Quang Trung, Quận Đống Đa, Hà Nội",63 m²,6,5,5,Sổ đỏ / Sổ hồng,16/03/202610:57
"Bán  Nhà riêng tạiKHương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","9,68 tỷ","KHương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",29 m²,4,,6,Sổ đỏ / Sổ hồng,16/03/202610:53
"Bán  Nhà riêng tạiTrần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","22,80 tỷ","Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",38 m²,5,4,9,Sổ đỏ / Sổ hồng,16/03/202610:53
"Bán  Nhà riêng tạiTôn Đức Thắng, Phường Văn Miếu, Quận Đống Đa, Hà Nội","9,20 tỷ","Tôn Đức Thắng, Phường Văn Miếu, Quận Đống Đa, Hà Nội",41 m²,4,,6,Sổ đỏ / Sổ hồng,16/03/202610:53
"Bán  Nhà riêng tạiHào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","12,50 tỷ","Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",35 m²,3,5,6,Sổ đỏ / Sổ hồng,16/03/202610:53
"Bán  Nhà riêng tạiNguyễn An Ninh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội","17,80 tỷ","Nguyễn An Ninh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",55 m²,8,,6,Sổ đỏ / Sổ hồng,16/03/202610:49
"Bán  Nhà mặt phố tạiThái Thịnh, Phường Trung Liệt, Quận Đống Đa, Hà Nội","32,80 tỷ","Thái Thịnh, Phường Trung Liệt, Quận Đống Đa, Hà Nội",71 m²,8,7,7,Sổ đỏ / Sổ hồng,16/03/202610:52
"Bán  Nhà riêng tạiCầu giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","16,50 tỷ","Cầu giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",59 m²,4,4,7,Sổ đỏ / Sổ hồng,16/03/202610:48
"Bán  Nhà biệt thự, liền kề tạiLê Văn Lương, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",35 tỷ,"Lê Văn Lương, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",100 m²,,,4,Sổ đỏ / Sổ hồng,16/03/202610:51
"Bán  Nhà riêng tạiKhương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",15 tỷ,"Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",46 m²,4,,7,Sổ đỏ / Sổ hồng,16/03/202610:49
"Bán  Nhà riêng tạiXuân Thuỷ, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội","27,80 tỷ","Xuân Thuỷ, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",56 m²,4,6,7,Sổ đỏ / Sổ hồng,16/03/202610:53
"Bán  Nhà riêng tạiHoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",29 tỷ,"Hoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",52 m²,8,,8,Sổ đỏ / Sổ hồng,16/03/202610:51
"Bán  Nhà riêng tạiKhương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","14,80 tỷ","Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",47 m²,,,7,Sổ đỏ / Sổ hồng,16/03/202610:49
"Bán  Nhà riêng tạiCầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","15,50 tỷ","Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",46 m²,5,,7,Sổ đỏ / Sổ hồng,16/03/202610:48
"Bán  Nhà riêng tạiCầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","9,35 tỷ","Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",34 m²,3,5,5,Sổ đỏ / Sổ hồng,16/03/202610:49
"Bán  Nhà riêng tạiThái Thịnh, Phường Trung Liệt, Quận Đống Đa, Hà Nội","14,80 tỷ","Thái Thịnh, Phường Trung Liệt, Quận Đống Đa, Hà Nội",46 m²,6,,5,Sổ đỏ / Sổ hồng,16/03/202610:49
"Bán  Nhà riêng tạiHoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","28,50 tỷ","Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",57 m²,,,7,Sổ đỏ / Sổ hồng,16/03/202610:52
"Bán  Nhà riêng tạiQuan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội","10,50 tỷ","Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",33 m²,3,,8,Sổ đỏ / Sổ hồng,16/03/202610:50
"Bán  Nhà riêng tạiNguyễn Lương Bằng, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",15 tỷ,"Nguyễn Lương Bằng, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",33 m²,4,,6,Sổ đỏ / Sổ hồng,16/03/202610:49
"Bán  Nhà riêng tạiMinh Khai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","9,20 tỷ","Minh Khai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",45 m²,4,,6,Sổ đỏ / Sổ hồng,16/03/202610:49
"Bán  Nhà riêng tạiHoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","15,50 tỷ","Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",41 m²,4,,7,Sổ đỏ / Sổ hồng,16/03/202610:48
"Bán  Nhà riêng tạiNguyễn Đình Hoàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội","13,99 tỷ","Nguyễn Đình Hoàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",45 m²,6,5,7,Sổ đỏ / Sổ hồng,16/03/202610:48
"Bán  Nhà riêng tạiTôn Đức Thắng, Phường Văn Miếu, Quận Đống Đa, Hà Nội","9,65 tỷ","Tôn Đức Thắng, Phường Văn Miếu, Quận Đống Đa, Hà Nội",40 m²,,,6,Sổ đỏ / Sổ hồng,16/03/202610:48
"Bán  Nhà riêng tạiHoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","15,60 tỷ","Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",42 m²,6,5,7,Sổ đỏ / Sổ hồng,16/03/202610:47
"Bán  Nhà riêng tạiThái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội","16,80 tỷ","Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",60 m²,4,4,7,Sổ đỏ / Sổ hồng,16/03/202610:47
"Bán  Nhà riêng tạiKhương Hạ, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","14,95 tỷ","Khương Hạ, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",45 m²,,,7,Sổ đỏ / Sổ hồng,16/03/202610:47
"Bán  Nhà riêng tạiNguyễn Văn Huyên, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","13,80 tỷ","Nguyễn Văn Huyên, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",53 m²,6,,8,Sổ đỏ / Sổ hồng,16/03/202610:46
"Bán  Nhà riêng tạiKhương Hạ, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","15,30 tỷ","Khương Hạ, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",42 m²,,,7,Sổ đỏ / Sổ hồng,16/03/202610:47
"Bán  Nhà riêng tạiVũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","11,80 tỷ","Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",40 m²,6,,7,Sổ đỏ / Sổ hồng,16/03/202610:47
"Bán  Nhà riêng tạiTrần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","12,90 tỷ","Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",49 m²,3,,6,Sổ đỏ / Sổ hồng,16/03/202610:48
"Bán  Nhà riêng tạiCầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","19,20 tỷ","Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",50 m²,4,5,6,Sổ đỏ / Sổ hồng,16/03/202610:48
"Bán  Nhà riêng tạiĐịnh công thượng, Phường Định Công, Quận Hoàng Mai, Hà Nội",14 tỷ,"Định công thượng, Phường Định Công, Quận Hoàng Mai, Hà Nội",51 m²,8,,7,Sổ đỏ / Sổ hồng,16/03/202610:47
"Bán  Nhà riêng tạiHoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","18,80 tỷ","Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",41 m²,,,7,Sổ đỏ / Sổ hồng,16/03/202610:47
"Bán  Nhà mặt phố tạiHoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","13,88 tỷ","Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",44 m²,,,5,Sổ đỏ / Sổ hồng,16/03/202610:48
"Bán  Nhà riêng tạiKhương Hạ, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","11,30 tỷ","Khương Hạ, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",35 m²,,,7,Sổ đỏ / Sổ hồng,16/03/202610:48
"Bán  Nhà riêng tạiChùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội","18,95 tỷ","Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",47 m²,5,,5,Sổ đỏ / Sổ hồng,16/03/202610:46
"Bán  Nhà riêng tạiKhương Đình, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội","13,50 tỷ","Khương Đình, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",55 m²,8,,7,Sổ đỏ / Sổ hồng,16/03/202610:44
"Bán  Nhà riêng tạiPhùng Chí Kiên, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",29 tỷ,"Phùng Chí Kiên, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",66 m²,6,8,6,Sổ đỏ / Sổ hồng,16/03/202610:44
"Bán  Nhà riêng tạiTrường Chinh, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội","15,50 tỷ","Trường Chinh, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",47 m²,,,4,Sổ đỏ / Sổ hồng,16/03/202610:44
"Bán  Nhà riêng tạiKhương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","10,30 tỷ","Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",37 m²,4,,7,Sổ đỏ / Sổ hồng,16/03/202610:46
"Bán  Nhà riêng tạiHoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","16,50 tỷ","Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",46 m²,4,,7,Sổ đỏ / Sổ hồng,16/03/202610:44
"Bán  Nhà riêng tạiĐền Lừ, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","16,50 tỷ","Đền Lừ, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",60 m²,5,,6,Sổ đỏ / Sổ hồng,16/03/202610:46
"Bán  Nhà riêng tạiTôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",25 tỷ,"Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",63 m²,5,,4,Sổ đỏ / Sổ hồng,16/03/202610:44
"Bán  Nhà riêng tạiThái Hà, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",32 tỷ,"Thái Hà, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",54 m²,6,5,9,Sổ đỏ / Sổ hồng,16/03/202610:44
"Bán  Nhà riêng tạiLê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","19,80 tỷ","Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",50 m²,,,5,Sổ đỏ / Sổ hồng,16/03/202610:45
"Bán  Nhà riêng tạiThái Thịnh, Phường Trung Liệt, Quận Đống Đa, Hà Nội","18,50 tỷ","Thái Thịnh, Phường Trung Liệt, Quận Đống Đa, Hà Nội",49 m²,4,,5,Sổ đỏ / Sổ hồng,16/03/202610:46
"Bán  Nhà riêng tạiThái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",21 tỷ,"Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",52 m²,4,6,6,Sổ đỏ / Sổ hồng,16/03/202610:46
"Bán  Nhà riêng tạiLáng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",12 tỷ,"Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",40 m²,4,,5,Sổ đỏ / Sổ hồng,16/03/202610:46
"Bán  Nhà riêng tạiTrường Chinh, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","12,80 tỷ","Trường Chinh, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",39 m²,,,7,Sổ đỏ / Sổ hồng,16/03/202610:44
"Bán  Nhà riêng tạiHoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","15,80 tỷ","Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",50 m²,,,7,Sổ đỏ / Sổ hồng,16/03/202610:44
"Bán  Nhà riêng tạiThái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội","19,80 tỷ","Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",66 m²,,,4,Sổ đỏ / Sổ hồng,16/03/202610:42
"Bán  Nhà mặt phố tạiHoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","33,50 tỷ","Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",48 m²,5,,9,Sổ đỏ / Sổ hồng,16/03/202610:43
"Bán  Nhà riêng tạiPhường Đại Kim, Quận Hoàng Mai, Hà Nội",10 tỷ,"Phường Đại Kim, Quận Hoàng Mai, Hà Nội",38 m²,,,4,Sổ đỏ / Sổ hồng,16/03/202608:22
"Bán  Nhà riêng tạiPhường Giáp Bát, Quận Hoàng Mai, Hà Nội",26 tỷ,"Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",57 m²,,,6,Sổ đỏ / Sổ hồng,16/03/202608:19
"Bán  Nhà riêng tạiHoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","14,75 tỷ","Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",53 m²,5,,8,Sổ đỏ / Sổ hồng,16/03/202610:42
"Bán  Nhà riêng tạiTây Sơn, Phường Trung Liệt, Quận Đống Đa, Hà Nội","7,25 tỷ","Tây Sơn, Phường Trung Liệt, Quận Đống Đa, Hà Nội",21 m²,3,,7,Sổ đỏ / Sổ hồng,16/03/202609:00
"Bán  Nhà riêng tạihoàng cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",17 tỷ,"hoàng cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",47 m²,,,6,Sổ đỏ / Sổ hồng,16/03/202610:43
"Bán  Nhà biệt thự, liền kề tạiNguyễn Trãi, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",44 tỷ,"Nguyễn Trãi, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",156 m²,6,,5,Sổ đỏ / Sổ hồng,16/03/202610:43
"Bán  Nhà riêng tạiTây Sơn, Phường Quang Trung, Quận Đống Đa, Hà Nội","15,50 tỷ","Tây Sơn, Phường Quang Trung, Quận Đống Đa, Hà Nội",44 m²,4,,7,Sổ đỏ / Sổ hồng,16/03/202610:42
"Bán  Nhà riêng tạiPhường Tân Mai, Quận Hoàng Mai, Hà Nội","11,20 tỷ","Phường Tân Mai, Quận Hoàng Mai, Hà Nội",45 m²,,,5,Sổ đỏ / Sổ hồng,16/03/202610:38
"Bán  Nhà riêng tạiMai anh tuấn, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","84,90 tỷ","Mai anh tuấn, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",120 m²,9,,9,Sổ đỏ / Sổ hồng,16/03/202609:41
"Bán Nhà biệt thự, liền kề theo dự ánVinhomes Ocean Park Gia Lâm tại Vinhomes Ocean Park Gia Lâm, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",24 tỷ,"Vinhomes Ocean Park Gia Lâm, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",150 m²,,,7,Sổ đỏ / Sổ hồng,16/03/202609:59
"Bán  Nhà riêng tạiXã Đàn, Phường Thổ Quan, Quận Đống Đa, Hà Nội","7,30 tỷ","Xã Đàn, Phường Thổ Quan, Quận Đống Đa, Hà Nội",35 m²,3,,6,Sổ đỏ / Sổ hồng,16/03/202609:00
"Bán  Nhà mặt phố tạiPhường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",30 tỷ,"Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",69 m²,,,7,Sổ đỏ / Sổ hồng,16/03/202609:13
"Bán  Nhà riêng tạiThái Hà, Phường Quang Trung, Quận Đống Đa, Hà Nội",20 tỷ,"Thái Hà, Phường Quang Trung, Quận Đống Đa, Hà Nội",52 m²,,,7,Sổ đỏ / Sổ hồng,16/03/202610:42
"Bán  Nhà riêng tạiHoàng Quốc Việt, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội","26,50 tỷ","Hoàng Quốc Việt, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",45 m²,4,7,7,Sổ đỏ / Sổ hồng,16/03/202600:00
"Bán  Nhà riêng tạiĐịnh Công, Phường Định Công, Quận Hoàng Mai, Hà Nội","6,90 tỷ","Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",31 m²,,,6,Sổ đỏ / Sổ hồng,16/03/202606:00
"Bán  Nhà riêng tạiVăn Hương, Phường Văn Miếu, Quận Đống Đa, Hà Nội","6,90 tỷ","Văn Hương, Phường Văn Miếu, Quận Đống Đa, Hà Nội",38 m²,3,,5,Sổ đỏ / Sổ hồng,16/03/202600:00
"Bán  Nhà riêng tạiThái Thịnh, Phường Trung Liệt, Quận Đống Đa, Hà Nội","15,20 tỷ","Thái Thịnh, Phường Trung Liệt, Quận Đống Đa, Hà Nội",40 m²,4,,7,Sổ đỏ / Sổ hồng,16/03/202600:00
