tieu_de,gia,dia_chi,dien_tich_dat,phong_ngu,phong_tam,so_tang,phap_ly,ngay_dang
"Bán Nhà mặt phố tạiPhường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",5.9,"Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",33,3,3,6,Sổ hồng,1/30/2026
"Bán Nhà riêng tạiPhường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",6,"Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",40,4,3,6,Sổ hồng,1/30/2026
"Bán Nhà riêng tạiXã Sơn Đồng, Huyện Hoài Đức, Hà Nội",4.4,"Xã Sơn Đồng, Huyện Hoài Đức, Hà Nội",40,4,3,5,Sổ hồng,1/30/2026
"Bán Nhà riêng tạiyên lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",8.45,"yên lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",31.5,3,2,5,Sổ hồng,1/30/2026
"Bán Nhà riêng tạiPhường Phương Canh, Quận Nam Từ Liêm, Hà Nội",5.5,"Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội",33,4,3,6,Sổ hồng,1/30/2026
"Bán Nhà riêng tạiXã Di Trạch, Huyện Hoài Đức, Hà Nội",4.35,"Xã Di Trạch, Huyện Hoài Đức, Hà Nội",32,3,4,5,Sổ hồng,1/30/2026
"Bán Nhà riêng tạiXã La Phù, Huyện Hoài Đức, Hà Nội",4.35,"Xã La Phù, Huyện Hoài Đức, Hà Nội",32,3,4,5,Sổ hồng,1/30/2026
"Bán Nhà riêng tạiĐường Tôn Đức Thắng, Phường Văn Chương, Quận Đống Đa, Hà Nội",2.6,"Đường Tôn Đức Thắng, Phường Văn Chương, Quận Đống Đa, Hà Nội",16,3,2,4,Sổ hồng,1/29/2026
"Bán Nhà riêng tạiĐường Tôn Đức Thắng, Phường Văn Chương, Quận Đống Đa, Hà Nội",2.6,"Đường Tôn Đức Thắng, Phường Văn Chương, Quận Đống Đa, Hà Nội",16,3,2,4,Sổ hồng,1/29/2026
"Bán Nhà riêng tạiLê Duẩn, Phường Văn Miếu, Quận Đống Đa, Hà Nội",14.5,"Lê Duẩn, Phường Văn Miếu, Quận Đống Đa, Hà Nội",86,4,3,7,Sổ hồng,1/30/2026
"Bán Nhà biệt thự, liền kề tạiĐường Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà Nội",62,"Đường Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà Nội",430,5,5,11,Sổ hồng,1/29/2026
"Bán Nhà mặt phố tạiLương Đình Của, Phường Phương Mai, Quận Đống Đa, Hà Nội",66,"Lương Đình Của, Phường Phương Mai, Quận Đống Đa, Hà Nội",107,3,12,10,Sổ hồng,1/28/2026
"Bán Nhà riêng tạiThôn Nhì, Phúc Thịnh, Thị trấn Đông Anh, Huyện Đông Anh, Hà Nội",6.5,"Thôn Nhì, Phúc Thịnh, Thị trấn Đông Anh, Huyện Đông Anh, Hà Nội",48,3,6,5,Sổ hồng,1/28/2026
"Bán Nhà riêng tạixã Vân Hà, Đông Anh, Hà Nội",7.9,"xã Vân Hà, Đông Anh, Hà Nội",120,4,3,6,Sổ hồng,1/28/2026
"Bán Nhà riêng tạiQuốc Tử Giám, Phường Quốc Tử Giám, Quận Đống Đa, Hà Nội",14.8,"Quốc Tử Giám, Phường Quốc Tử Giám, Quận Đống Đa, Hà Nội",42,3,4,7,Sổ hồng,1/28/2026
"Bán Nhà riêng tạiĐường Bằng Liệt, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",23.8,"Đường Bằng Liệt, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",91,7,8,9,Sổ hồng,1/29/2026
"Bán Nhà riêng tạiTrường Chinh , Phường Khương Mai, Quận Thanh Xuân, Hà Nội",12.5,"Trường Chinh , Phường Khương Mai, Quận Thanh Xuân, Hà Nội",43,4,4,7,Sổ hồng,1/27/2026
"Bán Nhà riêng tạiĐường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",3.3,"Đường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",18,3,4,5,Sổ hồng,1/27/2026
"Bán Nhà riêng tạiHoàng Đạo Thành , Phường Khương Đình, Quận Thanh Xuân, Hà Nội",9.5,"Hoàng Đạo Thành , Phường Khương Đình, Quận Thanh Xuân, Hà Nội",46,4,3,6,Sổ hồng,1/27/2026
"Bán Nhà riêng tạiVũ Tông Phan , Phường Khương Đình, Quận Thanh Xuân, Hà Nội",9,"Vũ Tông Phan , Phường Khương Đình, Quận Thanh Xuân, Hà Nội",35,3,4,6,Sổ hồng,1/27/2026
"Bán Nhà riêng tạiĐường Sài Đồng, Phường Phúc Lợi, Quận Long Biên, Hà Nội",21.5,"Đường Sài Đồng, Phường Phúc Lợi, Quận Long Biên, Hà Nội",55,4,5,7,Sổ hồng,1/28/2026
"Bán Nhà riêng tạiĐường Tôn Đức Thắng, Phường Văn Chương, Quận Đống Đa, Hà Nội",3.9,"Đường Tôn Đức Thắng, Phường Văn Chương, Quận Đống Đa, Hà Nội",20,3,2,4,Sổ hồng,1/27/2026
"Bán Nhà riêng tạiĐường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",3.3,"Đường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",18,3,4,5,Sổ hồng,1/27/2026
"Bán Nhà riêng tạiHoàng Văn Thái , Phường Khương Mai, Quận Thanh Xuân, Hà Nội",10.5,"Hoàng Văn Thái , Phường Khương Mai, Quận Thanh Xuân, Hà Nội",35.5,3,4,7,Sổ hồng,1/27/2026
"Bán Nhà riêng tạiĐường Tôn Đức Thắng, Phường Văn Chương, Quận Đống Đa, Hà Nội",4.2,"Đường Tôn Đức Thắng, Phường Văn Chương, Quận Đống Đa, Hà Nội",20,3,2,5,Sổ hồng,1/27/2026
"Bán Nhà riêng tạiĐường Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",16.4,"Đường Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",48,3,5,6,Sổ hồng,1/26/2026
"Bán Nhà riêng tạiĐường Nguyễn Trãi, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",22.7,"Đường Nguyễn Trãi, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",63,5,6,8,Sổ hồng,1/27/2026
"Bán Nhà riêng tạiPhố Vũ Xuân Thiều, Phường Sài Đồng, Quận Long Biên, Hà Nội",8.5,"Phố Vũ Xuân Thiều, Phường Sài Đồng, Quận Long Biên, Hà Nội",40,3,4,6,Sổ hồng,1/27/2026
"Bán Nhà riêng tạiTrương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",7.5,"Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",26,3,4,5,Sổ hồng,1/26/2026
"Bán Nhà riêng tạiHồ Ba Mẫu, Phường Văn Miếu, Quận Đống Đa, Hà Nội",11.68,"Hồ Ba Mẫu, Phường Văn Miếu, Quận Đống Đa, Hà Nội",46,3,4,7,Giấy tờ không xác định,1/26/2026
"Bán Nhà riêng tạiĐường Thổ Quan, Phường Thổ Quan, Quận Đống Đa, Hà Nội",2.9,"Đường Thổ Quan, Phường Thổ Quan, Quận Đống Đa, Hà Nội",13,4,2,5,Sổ hồng,1/25/2026
"Bán Nhà riêng tạiĐường Thổ Quan, Phường Thổ Quan, Quận Đống Đa, Hà Nội",2.9,"Đường Thổ Quan, Phường Thổ Quan, Quận Đống Đa, Hà Nội",13,4,2,5,Sổ hồng,1/25/2026
"Bán Nhà riêng tạiĐường Tôn Đức Thắng, Phường Văn Chương, Quận Đống Đa, Hà Nội",2.6,"Đường Tôn Đức Thắng, Phường Văn Chương, Quận Đống Đa, Hà Nội",15,3,2,4,Sổ hồng,1/25/2026
"Bán Nhà riêng tạiđại mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",8.05,"đại mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",35,5,4,6,Sổ hồng,1/25/2026
"Bán Nhà riêng tạiĐường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",3.9,"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",19,3,2,5,Sổ hồng,1/24/2026
"Bán Nhà riêng tạiQuan Nhân , Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",8.2,"Quan Nhân , Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",35,3,4,6,Sổ hồng,1/24/2026
"Bán Nhà riêng tạiĐường Tôn Đức Thắng, Phường Văn Chương, Quận Đống Đa, Hà Nội",2.6,"Đường Tôn Đức Thắng, Phường Văn Chương, Quận Đống Đa, Hà Nội",15,3,2,4,Sổ hồng,1/25/2026
"Bán Nhà riêng tạiLương Khánh Thiện, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",11.9,"Lương Khánh Thiện, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",40,5,6,7,Sổ hồng,1/19/2026
"Bán Nhà riêng tạiĐường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",3.9,"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",19,3,2,3,Sổ hồng,1/24/2026
"Bán Nhà riêng tạiHoàng Quốc Việt , Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",11,"Hoàng Quốc Việt , Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",35,5,6,6,Sổ hồng,1/24/2026
"Bán Nhà riêng tạiKhương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",10,"Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",40,4,3,6,Sổ hồng,1/24/2026
"Bán Nhà riêng tạiHoàng Quốc Việt , Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",8,"Hoàng Quốc Việt , Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",35,3,4,5,Sổ hồng,1/24/2026
"Bán Nhà riêng tạiĐường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",5.15,"Đường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",38,3,4,5,Sổ hồng,1/23/2026
"Bán Nhà mặt phố tạiĐường Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội",18.85,"Đường Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội",60,4,5,5,Sổ hồng,1/23/2026
"Bán Nhà riêng tạiĐường Thổ Quan, Phường Thổ Quan, Quận Đống Đa, Hà Nội",3,"Đường Thổ Quan, Phường Thổ Quan, Quận Đống Đa, Hà Nội",13,4,2,5,Sổ hồng,1/23/2026
"Bán Nhà riêng tạiTôn Thất Tùng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",10.25,"Tôn Thất Tùng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",47,3,3,7,Sổ hồng,1/23/2026
"Bán Nhà riêng tạiĐường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",5.15,"Đường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",38,3,4,5,Sổ hồng,1/24/2026
"Bán Nhà riêng tạiĐường Thổ Quan, Phường Thổ Quan, Quận Đống Đa, Hà Nội",3,"Đường Thổ Quan, Phường Thổ Quan, Quận Đống Đa, Hà Nội",13,4,2,5,Sổ hồng,1/23/2026
"Bán Nhà riêng tạiĐường Ngô Quyền, Phường La Khê, Quận Hà Đông, Hà Nội",10.85,"Đường Ngô Quyền, Phường La Khê, Quận Hà Đông, Hà Nội",40,4,3,5,Sổ hồng,1/23/2026
"Bán Nhà riêng tạiHồ Ba Mẫu, Phường Văn Miếu, Quận Đống Đa, Hà Nội",9.79,"Hồ Ba Mẫu, Phường Văn Miếu, Quận Đống Đa, Hà Nội",37,3,5,6,Sổ hồng,1/23/2026
"Bán Nhà riêng tạiĐường Hoàng Đạo Thành, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",8.9,"Đường Hoàng Đạo Thành, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",56,4,3,6,Sổ hồng,1/22/2026
"Bán Nhà riêng tạiĐường Hoàng Đạo Thành, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",8.9,"Đường Hoàng Đạo Thành, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",56,4,3,6,Sổ hồng,1/22/2026
"Bán Nhà mặt phố tạiVương thừa vũ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",54.5,"Vương thừa vũ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",73,8,6,9,Sổ hồng,1/23/2026
"Bán Nhà riêng tạiNguyễn Trãi , Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",8.3,"Nguyễn Trãi , Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",40,3,3,6,Sổ hồng,1/22/2026
"Bán Nhà riêng tạiĐường Tôn Đức Thắng, Phường Văn Chương, Quận Đống Đa, Hà Nội",2.8,"Đường Tôn Đức Thắng, Phường Văn Chương, Quận Đống Đa, Hà Nội",13,3,2,4,Sổ hồng,1/22/2026
"Bán Nhà riêng tạiĐường Tôn Đức Thắng, Phường Văn Chương, Quận Đống Đa, Hà Nội",2.6,"Đường Tôn Đức Thắng, Phường Văn Chương, Quận Đống Đa, Hà Nội",13,3,2,4,Sổ hồng,1/22/2026
"Bán Nhà riêng tạiXã Vân Canh, Huyện Hoài Đức, Hà Nội",5.3,"Xã Vân Canh, Huyện Hoài Đức, Hà Nội",32,3,4,5,Sổ hồng,1/22/2026
"Bán Nhà riêng tạiHoàng Quốc Việt , Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",8.5,"Hoàng Quốc Việt , Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",35,3,4,5,Sổ hồng,1/22/2026
"Bán Nhà riêng tạiVĩnh Phúc , Phường Ngọc Hà, Quận Ba Đình, Hà Nội",12,"Vĩnh Phúc , Phường Ngọc Hà, Quận Ba Đình, Hà Nội",40,3,4,7,Sổ hồng,1/22/2026
"Bán Nhà riêng tạiĐường Ngô gia Tự, Phường Bồ Đề, Quận Long Biên, Hà Nội",11.5,"Đường Ngô gia Tự, Phường Bồ Đề, Quận Long Biên, Hà Nội",35,3,6,6,Sổ hồng,1/22/2026
"Bán Nhà mặt phố tạiĐường Đàm Quang Trung, Phường Long Biên, Quận Long Biên, Hà Nội",28.9,"Đường Đàm Quang Trung, Phường Long Biên, Quận Long Biên, Hà Nội",71,4,6,7,Sổ hồng,1/22/2026
"Bán Nhà riêng tạiNgọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",7.7,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",38,3,3,6,Sổ hồng,1/22/2026
"Bán Nhà mặt phố tạiPhố Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",9,"Phố Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",33,3,3,6,Sổ hồng,1/22/2026
"Bán Nhà riêng tạiNguyễn Sơn, Phường Bồ Đề, Quận Long Biên, Hà Nội",10.75,"Nguyễn Sơn, Phường Bồ Đề, Quận Long Biên, Hà Nội",43.2,3,3,7,Sổ hồng,1/22/2026
"Bán Nhà riêng tạibồ đề, Phường Bồ Đề, Quận Long Biên, Hà Nội",7.8,"bồ đề, Phường Bồ Đề, Quận Long Biên, Hà Nội",31,2,2,6,Sổ hồng,1/22/2026
"Bán Nhà riêng tạiXã Di Trạch, Huyện Hoài Đức, Hà Nội",6.9,"Xã Di Trạch, Huyện Hoài Đức, Hà Nội",36,4,4,6,Sổ hồng,1/22/2026
"Bán Nhà riêng tạiPhường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",8.7,"Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",67,4,4,6,Giấy tờ không xác định,1/22/2026
"Bán Nhà riêng tạiThị trấn Phùng, Huyện Đan Phượng, Hà Nội",5.8,"Thị trấn Phùng, Huyện Đan Phượng, Hà Nội",58,4,3,5,Sổ hồng,1/22/2026
"Bán Nhà riêng tạiXã An Khánh, Huyện Hoài Đức, Hà Nội",7.7,"Xã An Khánh, Huyện Hoài Đức, Hà Nội",124,3,2,6,Sổ hồng,1/22/2026
"Bán Nhà riêng tạiĐường Ngọc Lâm, Phường Bồ Đề, Quận Long Biên, Hà Nội",19.5,"Đường Ngọc Lâm, Phường Bồ Đề, Quận Long Biên, Hà Nội",51,4,6,8,Sổ hồng,1/22/2026
"Bán Nhà riêng tạiĐường Thổ Quan, Phường Thổ Quan, Quận Đống Đa, Hà Nội",3,"Đường Thổ Quan, Phường Thổ Quan, Quận Đống Đa, Hà Nội",13,4,2,5,Sổ hồng,1/21/2026
"Bán Nhà riêng tạiXã Vân Canh, Huyện Hoài Đức, Hà Nội",5.2,"Xã Vân Canh, Huyện Hoài Đức, Hà Nội",33,3,4,5,Giấy tờ không xác định,1/22/2026
"Bán Nhà riêng tạiĐường Thổ Quan, Phường Thổ Quan, Quận Đống Đa, Hà Nội",3,"Đường Thổ Quan, Phường Thổ Quan, Quận Đống Đa, Hà Nội",13,4,2,5,Sổ hồng,1/21/2026
"Bán Nhà riêng tạiPhường Bưởi, Quận Tây Hồ, Hà Nội",10.18,"Phường Bưởi, Quận Tây Hồ, Hà Nội",39,3,5,5,Sổ hồng,1/21/2026
"Bán Nhà riêng tạiXã An Khánh, Huyện Hoài Đức, Hà Nội",7.7,"Xã An Khánh, Huyện Hoài Đức, Hà Nội",124,3,2,6,Sổ hồng,1/22/2026
"Bán Nhà riêng tạiXã Lại Yên, Huyện Hoài Đức, Hà Nội",5.75,"Xã Lại Yên, Huyện Hoài Đức, Hà Nội",38,4,4,5,Sổ hồng,1/22/2026
"Bán Nhà riêng tạiĐường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",7.6,"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",35,5,4,6,Sổ hồng,1/21/2026
"Bán Nhà riêng tạiHồ Ba Mẫu, Phường Văn Miếu, Quận Đống Đa, Hà Nội",12.79,"Hồ Ba Mẫu, Phường Văn Miếu, Quận Đống Đa, Hà Nội",37,3,5,7,Sổ hồng,1/21/2026
"Bán Nhà riêng tạiĐường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",7.9,"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",35,5,4,6,Sổ hồng,1/21/2026
"Bán Nhà riêng tạiPhường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",8.2,"Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",33,4,3,7,Sổ hồng,1/22/2026
"Bán Nhà mặt phố tạiĐường Trung Phụng, Phường Trung Phụng, Quận Đống Đa, Hà Nội",86.5,"Đường Trung Phụng, Phường Trung Phụng, Quận Đống Đa, Hà Nội",98,4,10,9,Sổ hồng,1/20/2026
"Bán Nhà riêng tạiXã Vân Canh, Huyện Hoài Đức, Hà Nội",7,"Xã Vân Canh, Huyện Hoài Đức, Hà Nội",38,6,5,5,Sổ hồng,1/20/2026
"Bán Nhà biệt thự, liền kề tạinguyễn xiển, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",34.6,"nguyễn xiển, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",89,4,6,10,Sổ hồng,1/20/2026
"Bán Nhà riêng tạiKhương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",8.8,"Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",35,4,4,6,Sổ hồng,1/19/2026
"Bán Nhà riêng tạiĐường Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà Nội",14.7,"Đường Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà Nội",45,3,4,7,Sổ hồng,1/20/2026
"Bán Nhà riêng tạiCầu Bưu, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",6.59,"Cầu Bưu, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",35,4,4,6,Sổ hồng,1/20/2026
"Bán Nhà riêng tạiHào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",12.8,"Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",63,3,3,7,Sổ hồng,1/21/2026
"Bán Nhà riêng tạiĐường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",8.6,"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",31,3,4,6,Sổ hồng,1/19/2026
"Bán Nhà biệt thự, liền kề theo dự ánKhu đô thị mới Văn Phú tại Khu đô thị mới Văn Phú, Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",37,"Khu đô thị mới Văn Phú, Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",220,5,6,8,Sổ hồng,1/19/2026
"Bán Nhà riêng tạiLương Khánh Thiện, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",12.58,"Lương Khánh Thiện, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",50,9,5,6,Sổ hồng,12/31/2025
"Bán Nhà riêng tạidoãn kế thiện, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",28.8,"doãn kế thiện, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",70,15,16,9,Sổ hồng,1/18/2026
"Bán Nhà riêng tạiVương Thừa Vũ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",16.8,"Vương Thừa Vũ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",45,3,4,6,Sổ hồng,1/18/2026
"Bán Nhà riêng tạiĐường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",5.15,"Đường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",38,3,4,5,Sổ hồng,1/19/2026
"Bán Nhà riêng tạiĐường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",5.15,"Đường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",38,3,4,5,Sổ hồng,1/19/2026
"Bán Nhà mặt phố tạiBạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",73,"Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",120,6,6,11,Sổ hồng,1/11/2026
"Bán Nhà riêng tạivăn nội, Phường Phú Lương, Quận Hà Đông, Hà Nội",10.2,"văn nội, Phường Phú Lương, Quận Hà Đông, Hà Nội",42,4,3,7,Sổ hồng,1/19/2026
"Bán Nhà riêng tạiThịnh Quang, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",12.8,"Thịnh Quang, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",44,4,6,6,Sổ hồng,1/19/2026
"Bán Nhà mặt phố tạiThái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",50,"Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",80,9,10,8,Sổ hồng,1/14/2026
"Bán Nhà riêng tạiĐường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",8.6,"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",31,3,4,6,Sổ hồng,1/19/2026
"Bán Nhà riêng tạiĐường 32, Xã Đức Thượng, Huyện Hoài Đức, Hà Nội",6.5,"Đường 32, Xã Đức Thượng, Huyện Hoài Đức, Hà Nội",35,5,5,6,Sổ hồng,1/17/2026
"Bán Nhà riêng tạiĐường Lương Sử A, Phường Văn Miếu, Quận Đống Đa, Hà Nội",5.95,"Đường Lương Sử A, Phường Văn Miếu, Quận Đống Đa, Hà Nội",44,3,3,3,Sổ hồng,1/17/2026
"Bán Nhà mặt phố tạiNguyên Hồng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",46,"Nguyên Hồng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",70,4,7,8,Sổ hồng,1/17/2026
"Bán Nhà riêng tạiĐường Lương Sử A, Phường Văn Miếu, Quận Đống Đa, Hà Nội",5.95,"Đường Lương Sử A, Phường Văn Miếu, Quận Đống Đa, Hà Nội",44,4,2,3,Sổ hồng,1/17/2026
"Bán Nhà riêng tạiphú cường, Phường Phú Lương, Quận Hà Đông, Hà Nội",5.88,"phú cường, Phường Phú Lương, Quận Hà Đông, Hà Nội",30,5,3,4,Sổ hồng,1/17/2026
"Bán Nhà riêng tạiĐường Thổ Quan, Phường Thổ Quan, Quận Đống Đa, Hà Nội",3.2,"Đường Thổ Quan, Phường Thổ Quan, Quận Đống Đa, Hà Nội",13,4,2,5,Sổ hồng,1/17/2026
"Bán Nhà riêng tạiĐường Thổ Quan, Phường Thổ Quan, Quận Đống Đa, Hà Nội",3.2,"Đường Thổ Quan, Phường Thổ Quan, Quận Đống Đa, Hà Nội",13,4,2,5,Sổ hồng,1/17/2026
"Bán Nhà riêng tạiĐường Tôn Đức Thắng, Phường Văn Chương, Quận Đống Đa, Hà Nội",5,"Đường Tôn Đức Thắng, Phường Văn Chương, Quận Đống Đa, Hà Nội",20,5,4,6,Sổ hồng,1/16/2026
"Bán Nhà riêng tạiThái Thịnh, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",8.9,"Thái Thịnh, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",34,3,4,5,Sổ hồng,1/16/2026
"Bán Nhà riêng tạiKim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",8.6,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",47,2,4,6,Sổ hồng,1/16/2026
"Bán Nhà riêng tạiĐường Tôn Đức Thắng, Phường Văn Chương, Quận Đống Đa, Hà Nội",5,"Đường Tôn Đức Thắng, Phường Văn Chương, Quận Đống Đa, Hà Nội",19.5,5,4,6,Sổ hồng,1/16/2026
"Bán Nhà riêng tạiPhường Khương Trung, Quận Thanh Xuân, Hà Nội",7.3,"Phường Khương Trung, Quận Thanh Xuân, Hà Nội",31,5,4,5,Sổ hồng,1/16/2026
"Bán Nhà riêng tạiPhường Ngọc Hà, Quận Ba Đình, Hà Nội",8.6,"Phường Ngọc Hà, Quận Ba Đình, Hà Nội",54,4,4,6,Sổ hồng,1/16/2026
"Bán Nhà riêng tạiphú lương, Phường Phú Lương, Quận Hà Đông, Hà Nội",11.95,"phú lương, Phường Phú Lương, Quận Hà Đông, Hà Nội",48,4,4,5,Sổ hồng,1/15/2026
"Bán Nhà mặt phố tạiNguyễn An Ninh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",2.55,"Nguyễn An Ninh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",20,2,2,4,Sổ hồng,1/15/2026
"Bán Nhà riêng tạiĐường Linh Quang, Phường Văn Chương, Quận Đống Đa, Hà Nội",9.45,"Đường Linh Quang, Phường Văn Chương, Quận Đống Đa, Hà Nội",49,3,4,3,Sổ hồng,1/15/2026
"Bán Nhà riêng tạiHàng Cháo, Phường Hàng Bột, Quận Đống Đa, Hà Nội",11.6,"Hàng Cháo, Phường Hàng Bột, Quận Đống Đa, Hà Nội",36,3,4,6,Sổ hồng,1/15/2026
"Bán Nhà riêng tạiĐường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",9.45,"Đường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",50,3,4,3,Sổ hồng,1/15/2026
